sku,product_name,category,date,units_sold,current_stock,unit_price,unit_cost,lead_time_days,safety_stock,reorder_point
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-06-24,11.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-06-25,5.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-06-26,16.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-06-27,13.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-06-28,10.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-06-29,6.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-06-30,9.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-07-01,6.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-07-02,8.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-07-03,10.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-07-04,11.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-07-05,15.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-07-06,8.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-07-07,7.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-07-08,9.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-07-09,8.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-07-10,7.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-07-11,15.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-07-12,18.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-07-13,11.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-07-14,1.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-07-15,19.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-07-16,14.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-07-17,7.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-07-18,15.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-07-19,9.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-07-20,10.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-07-21,6.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-07-22,8.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-07-23,10.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-07-24,4.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-07-25,11.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-07-26,14.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-07-27,9.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-07-28,13.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-07-29,11.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-07-30,11.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-07-31,13.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-08-01,8.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-08-02,14.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-08-03,10.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-08-04,9.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-08-05,9.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-08-06,12.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-08-07,8.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-08-08,16.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-08-09,13.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-08-10,8.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-08-11,7.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-08-12,9.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-08-13,11.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-08-14,12.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-08-15,16.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-08-16,10.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-08-17,10.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-08-18,10.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-08-19,7.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-08-20,12.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-08-21,16.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-08-22,14.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-08-23,18.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-08-24,9.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-08-25,10.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-08-26,10.0,4.0,44.99,16.0,10,28,98
SKU-APP-204,Seamless Workout Compression Leggings,Apparel,2026-08-27,8.0,4.0,44.99,16.0,10,28,98
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-03-01,1.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-03-02,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-03-03,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-03-04,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-03-05,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-03-06,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-03-07,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-03-08,3.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-03-09,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-03-10,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-03-11,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-03-12,1.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-03-13,1.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-03-14,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-03-15,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-03-16,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-03-17,1.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-03-18,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-03-19,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-03-20,2.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-03-21,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-03-22,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-03-23,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-03-24,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-03-25,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-03-26,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-03-27,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-03-28,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-03-29,1.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-03-30,1.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-03-31,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-04-01,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-04-02,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-04-03,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-04-04,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-04-05,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-04-06,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-04-07,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-04-08,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-04-09,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-04-10,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-04-11,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-04-12,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-04-13,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-04-14,1.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-04-15,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-04-16,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-04-17,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-04-18,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-04-19,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-04-20,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-04-21,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-04-22,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-04-23,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-04-24,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-04-25,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-04-26,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-04-27,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-04-28,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-04-29,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-04-30,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-05-01,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-05-02,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-05-03,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-05-04,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-05-05,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-05-06,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-05-07,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-05-08,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-05-09,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-05-10,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-05-11,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-05-12,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-05-13,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-05-14,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-05-15,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-05-16,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-05-17,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-05-18,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-05-19,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-05-20,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-05-21,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-05-22,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-05-23,1.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-05-24,1.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-05-25,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-05-26,1.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-05-27,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-05-28,1.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-05-29,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-05-30,1.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-05-31,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-06-01,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-06-02,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-06-03,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-06-04,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-06-05,1.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-06-06,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-06-07,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-06-08,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-06-09,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-06-10,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-06-11,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-06-12,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-06-13,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-06-14,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-06-15,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-06-16,1.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-06-17,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-06-18,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-06-19,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-06-20,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-06-21,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-06-22,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-06-23,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-06-24,1.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-06-25,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-06-26,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-06-27,1.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-06-28,1.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-06-29,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-06-30,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-07-01,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-07-02,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-07-03,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-07-04,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-07-05,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-07-06,1.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-07-07,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-07-08,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-07-09,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-07-10,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-07-11,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-07-12,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-07-13,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-07-14,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-07-15,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-07-16,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-07-17,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-07-18,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-07-19,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-07-20,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-07-21,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-07-22,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-07-23,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-07-24,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-07-25,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-07-26,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-07-27,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-07-28,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-07-29,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-07-30,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-07-31,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-08-01,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-08-02,1.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-08-03,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-08-04,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-08-05,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-08-06,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-08-07,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-08-08,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-08-09,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-08-10,1.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-08-11,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-08-12,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-08-13,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-08-14,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-08-15,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-08-16,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-08-17,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-08-18,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-08-19,1.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-08-20,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-08-21,0.0,115.0,219.0,110.0,25,4,14
SKU-APP-205,Formal Wool Blazer Tailored,Apparel,2026-08-22,0.0,115.0,219.0,110.0,25,4,14
